universityName,cityName,countryName
China Academy of Chinese Medical Sciences,Beijing,China
Hearing and Speech Institute,Giza,Egypt
Medizinische Universitat Innsbruck,Innsbruck,Austria
UCLA Samueli School of Engineering,Los Angeles,United States
Sunnybrook Health Sciences Centre,Toronto,Canada
Nursing and Midwifery Care Research Center,Tehran,Iran
İstanbul 29 Mayıs Üniversitesi,Istanbul,Turkey
University of Toronto Faculty of Medicine,Toronto,Canada
Universidade Federal do Rio de Janeiro,Rio de Janeiro,Brazil
Tel Aviv University,Tel Aviv-Yafo,Israel
Stazione Zoologica Anton Dohrn,Naples,Italy
Central South University,Changsha,China
"Zagazig University, Faculty of Medicine",Zagazig,Egypt
Universiti Pendidikan Sultan Idris,Tanjong Malim,Malaysia
Addis Ababa University,Addis Ababa,Ethiopia
Universität Leipzig,Leipzig,Germany
D.O. Ott Research Institute of Obstetrics and Gynecology RAMS,Saint Petersburg,Russian Federation
Hannover Medical School,Hannover,Germany
"Drug Applied Research Center, Tabriz University of Medical Sciences",Tabriz,Iran
Alma Mater Studiorum Università di Bologna,Bologna,Italy
Centre for Prehospital Emergency Care,Tampere,Finland
Public Health Foundation of India,New Delhi,India
St. Luke's International Hospital Tokyo,Tokyo,Japan
King Abdulaziz University,Jeddah,Saudi Arabia
Independent Researcher,Manila,Philippines
SIB Swiss Institute of Bioinformatics,Lausanne,Switzerland
Anhui Medical University,Hefei,China
The Institute for Physical Activity and Nutrition,Melbourne,Australia
Nanjing Drum Tower Hospital,Nanjing,China
University of Surrey,Guildford,United Kingdom
Shiraz University,Shiraz,Iran
Faculty of Pharmacy,Zagazig,Egypt
Instytut Matki I Dziecka,Warsaw,Poland
Chang Gung University,Taoyuan,Taiwan
Universidade Estadual de Campinas,Campinas,Brazil
Vrije Universiteit Amsterdam,Amsterdam,Netherlands
Klinikum der Universität München,Munich,Germany
Sonata Therapeutics,Watertown,United States
"Shanghai Ninth People's Hospital, Shanghai JiaoTong University School of Medicine",Shanghai,China
University of Oxford Medical Sciences Division,Oxford,United Kingdom
Zarqa University,Zarqa,Jordan
Severance Hospital,Seoul,South Korea
Henan University of Economics and Law,Zhengzhou,China
Injibara University,Injibara,Ethiopia
National Yang Ming Chiao Tung University,Hsinchu,Taiwan
Debre Tabor University,Debre Tabor,Ethiopia
School of Basic Medical Sciences,Xi'an,China
University of Maryland School of Medicine,Baltimore,United States
Linyi People's Hospital,Linyi,China
King George's Medical University,Lucknow,India
Oxford Brookes University,Oxford,United Kingdom
Minnan Normal University,Zhangzhou,China
Austin Neurosurgeons (Arise Medical Center),Austin,United States
University of Southampton,Southampton,United Kingdom
University of Peshawar,Peshawar,Pakistan
University of Health Sciences,Istanbul,Turkey
Department of Biomedical Engineering,Chapel Hill,United States
Kaohsiung Medical University,Kaohsiung,Taiwan
Laboratoire Traitement du Signal et de l'Image,Rennes,France
Dow University of Health Sciences Pakistan,Karachi,Pakistan
University of Florida,Gainesville,United States
Karolinska Institutet,Stockholm,Sweden
Center for Research in Transplantation and Translational Immunology,Nantes,France
Miami University,Oxford,United States
"School of Medicine, Arak University of Medical Sciences",Arak,Iran
Kashan University of Medical Sciences,Kashan,Iran
East Anglian Air Ambulance,Norwich,United Kingdom
Universidade Estadual de Campinas,Campinas,Brazil
Fifth Hospital of Xiamen,Xiamen,China
Universidade Federal de Goiás,Goiania,Brazil
IKK Südwest,Saarbrucken,Germany
Hebei General Hospital,Shijiazhuang,China
Universität Zürich,Zurich,Switzerland
University of Electronic Science and Technology of China,Chengdu,China
Otto-von-Guericke-Universität Magdeburg,Magdeburg,Germany
Tufts School of Engineering,Medford,United States
Harvard Medical School,Boston,United States
Fondazione Centro Euro-Mediterraneo sui Cambiamenti Climatici,Lecce,Italy
,,
Bahir Dar University,Bahir Dar,Ethiopia
Faculty of Medicine,Cairo,Egypt
Fundación Valle del Lili,Cali,Colombia
Universidade Federal de Goiás,Goiania,Brazil
Damascus University,Damascus,Syrian Arab Republic
L'Hôpital d'Ottawa,Ottawa,Canada
Fudan University Shanghai Cancer Center,Shanghai,China
Sun Yat-Sen University Cancer Center,Guangzhou,China
Bangor University,Bangor,United Kingdom
Københavns Professionshøjskole,Copenhagen,Denmark
HITEC University,Rawalpindi,Pakistan
PATH,Washington,United States
Anand Agricultural University,Anand,India
Fuyang Normal University,Fuyang,China
NoordWest Ziekenhuisgroep,Alkmaar,Netherlands
University of Calgary,Calgary,Canada
General Hospital of People's Liberation Army,Beijing,China
Seoul Heal Mental Health Clinic,Seoul,South Korea
Texas A&amp;M University,College Station,United States
Isfahan University of Medical Sciences,Isfahan,Iran
Centre de Recherche Entomologique de Cotonou,Cotonou,Benin
Southwestern University of Finance and Economics,Chengdu,China
Bahir Dar University,Bahir Dar,Ethiopia
University of Miami,Coral Gables,United States
Dr. HL Trivedi Institute of Transplantation Sciences (IKDRC-ITS),Ahmedabad,India
Radboud University Medical Center,Nijmegen,Netherlands
Tehran University of Medical Sciences,Tehran,Iran
Istituto Mediterraneo per i Trapianti e Terapie ad Alta Specializzazione,Palermo,Italy
Second Affiliated Hospital of Suzhou University,Suzhou,China
School of Nutrition and Food Sciences,Shiraz,Iran
Københavns Universitet,Copenhagen,Denmark
Preventive Medicine and Public Health Research Center,Tehran,Iran
QIMR Berghofer Medical Research Institute,Brisbane,Australia
"School of Medicine, Southeast University",Nanjing,China
Wangjing Hospital of China Academy of Chinese Medical Sciences,Shantou,China
Research Institute of Zhejiang University-Taizhou,Taizhou,China
Obuda University,Budapest,Hungary
Bahir Dar University,Bahir Dar,Ethiopia
Faculty of Science,Giza,Egypt
Shanxi Medical University,Taiyuan,China
Southern Medical University,Guangzhou,China
Universidade de São Paulo,Sao Paulo,Brazil
The First Affiliated Hospital of Wenzhou Medical University,Wenzhou,China
Atidia Health,Melbourne,Australia
An-Najah National University,Nablus,Palestine
Sutter Memorial Hospital,Sacramento,United States
Translational Health Science and Technology Institute,Faridabad,India
Isfahan University of Medical Sciences,Isfahan,Iran
"University of Horticultural Sciences, Bagalkot",Bagalkot,India
Faculty of Medicine and Health Sciences,Serdang,Malaysia
Lanzhou University,Lanzhou,China
Kafkas Üniversitesi,Kars,Turkey
The Aga Khan University Hospital,Karachi,Pakistan
Katima Mulilo State Hospital,Katima Mulilo,Namibia
"Università degli Studi di Messina, Facoltà di Medicina e Chirurgia",Messina,Italy
Center for Indonesia's Strategic Development Initiatives,Jakarta,Indonesia
Stanford University,Stanford,United States
BMS Institute of Technology and Management,Bengaluru,India
University College London,London,United Kingdom
Université Paris Cité,Paris,France
Makerere University School of Public Health,Kampala,Uganda
Tehran University of Medical Sciences,Tehran,Iran
Guizhou Provincial People's Hospital,Guiyang,China
National Center for Geriatrics and Gerontology,Obu,Japan
Tehran University of Medical Sciences,Tehran,Iran
University of Toronto,Toronto,Canada
Umeå Universitet,Umea,Sweden
Makerere University School of Public Health,Kampala,Uganda
Government Medical College Srinagar,Srinagar,India
Hubei University of Arts and Science,Xiangyang,China
Sapienza Università di Roma,Rome,Italy
Karolinska Universitetssjukhuset,Stockholm,Sweden
Nankai University,Tianjin,China
Zhejiang Normal University,Jinhua,China
Fordham University,New York,United States
ETH Zürich,Zurich,Switzerland
Sichuan University,Chengdu,China
Centre for Youth Mental Health,Melbourne,Australia
Faculty of Medicine,Cairo,Egypt
BTI Biotechnology Institute,Vitoria-Gasteiz,Spain
"Cognition, Santé, Société (C2S)",Reims,France
China Academy of Chinese Medical Sciences,Beijing,China
Københavns Universitet,Copenhagen,Denmark
Jinan University,Guangzhou,China
Debre Berhan University,Debre Berhan,Ethiopia
"Beijing Luhe Hospital, Capital Medical University",Beijing,China
Leids Universitair Medisch Centrum,Leiden,Netherlands
École Polytechnique Fédérale de Lausanne,Lausanne,Switzerland
Zhejiang Academy of Agricultural Sciences,Hangzhou,China
Anhui Medical University,Hefei,China
National Research Centre,Giza,Egypt
Stavanger Universitetssjukehus,Stavanger,Norway
Faculty of Medicine - Ain Shams University,Cairo,Egypt
Zhejiang University School of Medicine,Hangzhou,China
Al-Quds University,Abu Dis,Palestine
Kenya Agricultural &amp; Livestock Research Organization,Nairobi,Kenya
Erasmus MC,Rotterdam,Netherlands
Universitätsklinikum Würzburg,Wurzburg,Germany
The Second Hospital of Xian Jiaotong University,Xi'an,China
University of Pennsylvania,Philadelphia,United States
University of St. Gallen,St Gallen,Switzerland
Universite Abdou Moumouni,Niamey,Niger
The First Affiliated Hospital of Wenzhou Medical University,Wenzhou,China
Xiangtan Central Hospital,Xiangtan,China
London School of Hygiene &amp; Tropical Medicine,London,United Kingdom
Universitetet i Bergen,Bergen,Norway
Yunnan University,Kunming,China
"University of California, Los Angeles",Los Angeles,United States
University of Tehran,Tehran,Iran
Qilu Hospital of Shandong University,Jinan,China
"Management &amp; Science University, Malaysia",Shah Alam,Malaysia
Faculty of Pharmacy,Alexandria,Egypt
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
The University of Jordan,Amman,Jordan
Faculty of Science,Qena,Egypt
National Chung Hsing University,Taichung,Taiwan
Humboldt-Universität zu Berlin,Berlin,Germany
China Pharmaceutical University,Nanjing,China
Chongqing Medical University,Chongqing,China
"University of Nottingham, Faculty of Medicine and Health Sciences",Nottingham,United Kingdom
Yale School of Medicine,New Haven,United States
Menzies School of Health Research,Darwin,Australia
Ministry of Agriculture of the People's Republic of China,Beijing,China
Faculty of Pharmacy,Badr,Egypt
Panzhihua Central Hospital,Panzhihua,China
Pontificia Universidade Catolica de Campinas,Campinas,Brazil
Ho Chi Minh City University of Technology - HUTECH,Ho Chi Minh City,Viet Nam
International Institute for Population Sciences,Mumbai,India
Ankara Üniversitesi,Ankara,Turkey
Kathmandu University School of Medical Sciences,Dhulikhel,Nepal
Guilan University of Medical Sciences,Rasht,Iran
Peking University People's Hospital,Beijing,China
Selçuk Üniversitesi,Selçuklu,Turkey
Independent Researcher,Bhopal,India
Renmin Hospital of Wuhan University,Wuhan,China
Jiangsu University,Zhenjiang,China
The University of Texas at Austin,Austin,United States
Universitas Airlangga,Surabaya,Indonesia
National Center for Radiation Research and Technology,Cairo,Egypt
William &amp; Mary,Williamsburg,United States
North-West University,Potchefstroom,South Africa
Chinese Center for Disease Control and Prevention,Beijing,China
University of Texas Health Science Center at Houston,Houston,United States
Wuhan University,Wuhan,China
Ahvaz Jundishapur University of Medical Sciences,Ahvaz,Iran
Fachhochschule Osnabrück,Osnabruck,Germany
Ajman University,Ajman,United Arab Emirates
Chinese Center for Disease Control and Prevention,Beijing,China
Mount Kenya University,Thika,Kenya
Islam Medical College,Sialkot,Pakistan
"Translate Bio, Inc.",Lexington,United States
Guangxi Normal University,Guilin,China
Sahlgrenska Universitetssjukhuset,Gothenburg,Sweden
Tongji University School of Medicine,Shanghai,China
Università degli Studi di Torino,Turin,Italy
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
Universiti Malaysia Terengganu,Kuala Terengganu,Malaysia
Universitätsklinikum Hamburg-Eppendorf,Hamburg,Germany
Alma Mater Studiorum Università di Bologna,Bologna,Italy
Bogomolets National Medical University,Kyiv,Ukraine
UiT Norges Arktiske Universitet,Tromso,Norway
Chung-Ang University,Seoul,South Korea
Departement Revalidatiewetenschappen,Leuven,Belgium
Kornberg School of Dentistry,Philadelphia,United States
Medicinsk Fysik och Teknik,Eskilstuna,Sweden
Università degli studi Magna Graecia di Catanzaro,Catanzaro,Italy
"Università Cattolica del Sacro Cuore, Campus di Roma",Rome,Italy
University of Rwanda,Butare,Rwanda
Holy Spirit University of Kaslik (USEK),Jounieh,Lebanon
Nanchang University,Nanchang,China
Usak University,Usak,Turkey
Urmia University Faculty of Veterinary Medicine,Urmia,Iran
Queen’s University,Kingston,Canada
The State Key Laboratory for Diagnosis and Treatment of Infectious Diseases,Hangzhou,China
Yunnan Provincial Key Laboratory of Lung Cancer,Kunming,China
Maastricht Universitair Medisch Centrum+,Maastricht,Netherlands
Centre for Youth Mental Health,Melbourne,Australia
Jiangxi Medical College,Nanchang,China
Zhejiang University School of Medicine,Hangzhou,China
University of Gondar,Gondar,Ethiopia
Tehran University of Medical Sciences,Tehran,Iran
Gyeongsang National University,Jinju,South Korea
Kanazawa University,Kanazawa,Japan
University of South Australia,Adelaide,Australia
Complexity Science Hub Vienna,Vienna,Austria
Shandong First Medical University &amp; Shandong Academy of Medical Sciences,Jinan,China
Faculdade de Medicina de Vassouras,Vassouras,Brazil
Polish Academy of Sciences,Warsaw,Poland
Shaare Zedek Medical Center,Jerusalem,Israel
Dalian Medical University,Dalian,China
Universität Leipzig,Leipzig,Germany
Sahlgrenska Universitetssjukhuset,Gothenburg,Sweden
Madda Walabu University,Robe,Ethiopia
Third Central Hospital of Tianjin,Tianjin,China
Farabi Eye Hospital,Tehran,Iran
Makerere University,Kampala,Uganda
Universität Potsdam,Potsdam,Germany
Lanzhou University,Lanzhou,China
Xinhua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine,Shanghai,China
University of Wisconsin School of Medicine and Public Health,Madison,United States
Second Xiangya Hospital of Central South University,Changsha,China
UCI School of Medicine,Irvine,United States
Guangzhou Medical University,Guangzhou,China
CARIM School for Cardiovascular Disease,Maastricht,Netherlands
Hervey Bay Hospital,Hervey Bay,Australia
Faculty of Medicine,Cairo,Egypt
Icahn School of Medicine at Mount Sinai,New York,United States
Fudan University Shanghai Cancer Center,Shanghai,China
Shanghai Jiao Tong University,Shanghai,China
Instituto de Salud Global de Barcelona,Barcelona,Spain
Seinajoki Central Hospital,Seinajoki,Finland
Wannan Medical College,Wuhu,China
Inje University,Gimhae,South Korea
Hôpital la Rabta,Tunis,Tunisia
Guangzhou University of Chinese Medicine,Guangzhou,China
Tehran University of Medical Sciences,Tehran,Iran
Raya Kobo District Agriculture Office,Kobo,Ethiopia
"Hunan University of Humanities, Science and Technology",Loudi,China
Xiangya Hospital of Central-South University,Changsha,China
Hainan Medical University,Haikou,China
University of Alberta,Edmonton,Canada
China-Japan Union Hospital of Jilin University,Changchun,China
The Hospital of Shunyi District Beijing,Beijing,China
First Affiliated Hospital of Zhengzhou University,Zhengzhou,China
Polish Academy of Sciences,Warsaw,Poland
"Dankook University, Institute of Tissue Regeneration Engineering",Cheonan,South Korea
"Islamic Azad University, Lahijan Branch",Lahijan,Iran
"Beijing Chao-Yang Hospital, Capital Medical University",Beijing,China
Syddansk Universitet,Odense,Denmark
Guizhou University,Guiyang,China
UCSF School of Medicine,San Francisco,United States
Banaras Hindu University,Varanasi,India
School of Health Management and Information Sciences,Tehran,Iran
Universitätsklinikum Bonn,Bonn,Germany
Tongji University School of Medicine,Shanghai,China
Makerere University College of Health Sciences,Kampala,Uganda
Advocate Aurora Research Institute,Milwaukee,United States
Faculty of Medicine,Beni Suef,Egypt
Anhui Medical University,Hefei,China
Fatima Jinnah Women University,Rawalpindi,Pakistan
Jiangxi Medical College,Nanchang,China
"College of Pharmaceutical Sciences, Zhejiang University",Hangzhou,China
Morsani College of Medicine,Tampa,United States
Universitätsspital Basel,Basel,Switzerland
Madda Walabu University,Robe,Ethiopia
Ferdowsi University of Mashhad,Mashhad,Iran
Josai International University,Togane,Japan
Al-Quds University,Abu Dis,Palestine
Anhui University of Chinese Medicine,Hefei,China
Xuzhou Medical University,Xuzhou,China
SBUMS School of Medicine,Tehran,Iran
Institute of Medical Systems Biology,Ulm,Germany
School of Nutrition and Food Sciences,Shiraz,Iran
Universitätsklinikum Düsseldorf,Dusseldorf,Germany
"Hallym University, College of Medicine",Chuncheon,South Korea
Faculty of Veterinary Medicine,Damanhour,Egypt
Bone and Joint Diseases Research Center (SUMS),Shiraz,Iran
Second Affiliated Hospital of Suzhou University,Suzhou,China
Université Savoie Mont Blanc,Chambery,France
Qilu Hospital of Shandong University,Jinan,China
Zigong Fourth People's Hospital,Zigong,China
Instituto de Investigación Sanitaria del Principado de Asturias,Oviedo,Spain
"Zhongshan School of Medicine, SYSU",Guangzhou,China
Universiti Malaya,Kuala Lumpur,Malaysia
Guangzhou University of Chinese Medicine,Guangzhou,China
Shandong University of Science and Technology,Qingdao,China
Islamic Azad University,Tehran,Iran
Kaohsiung Medical University Chung-Ho Memorial Hospital,Kaohsiung,Taiwan
Musashino University,Nishitokyo,Japan
McGill Faculty of Medicine and Health Sciences,Montreal,Canada
Duke-NUS Medical School,Singapore City,Singapore
Peking University Health Science Center,Beijing,China
University of Northumbria,Newcastle,United Kingdom
Universidade de Aveiro,Aveiro,Portugal
Universität Bielefeld,Bielefeld,Germany
Royal Prince Alfred Hospital,Sydney,Australia
Kerman University of Medical Sciences,Kerman,Iran
Deutsches Rotes Kreuz,Berlin,Germany
Mudanjiang Medical University,Mudanjiang,China
Faculty of Medicine,Sohag,Egypt
China Pharmaceutical University,Nanjing,China
Universidade de Lisboa,Lisbon,Portugal
University of Bern,Bern,Switzerland
Chengdu University of Traditional Chinese Medicine,Chengdu,China
Nottingham Biomedical Research Centre,Nottingham,United Kingdom
School of Nutritional Sciences and Dietetics,Tehran,Iran
University of Bisha,Bisha,Saudi Arabia
Chengdu University of Traditional Chinese Medicine,Chengdu,China
Azienda Ospedaliera San Camillo Forlanini,Rome,Italy
University of Southern Queensland,Toowoomba,Australia
School of Health Management and Information Sciences,Tehran,Iran
University of Electronic Science and Technology of China,Chengdu,China
Faculty of Graduate Studies for Childhood,Cairo,Egypt
Hashemite University,Zarqa,Jordan
"Faculty of Medicine, Chiang Mai University",Chaing Mai,Thailand
School of Pharmacy,Badr,Egypt
"Islamic Azad University, Tehran Medical Branch",Tehran,Iran
King's College London,London,United Kingdom
Faculty of Medicine,Cairo,Egypt
Stomatological Hospital of Guangzhou Medical University,Guangzhou,China
The University of Sydney School of Medicine,Sydney,Australia
Jiaxing University,Jiaxing,China
Universität Witten/Herdecke,Witten,Germany
Bio Island Laboratory,Guangzhou,China
School of Medicine,Guangzhou,China
Queensland University of Technology,Brisbane,Australia
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
Aarhus Universitet,Aarhus,Denmark
Faculty of Nursing and Midwifery,Tabriz,Iran
Herbert Wertheim College of Medicine,Miami,United States
"NextSense, Inc.",Mountain View,United States
Atatürk Üniversitesi,Erzurum,Turkey
"University of California, San Francisco",San Francisco,United States
"Beijing YouAn Hospital, Capital Medical University",Beijing,China
Debre Markos University,Debra Marcos,Ethiopia
Hamad Medical Corporation,Doha,Qatar
"The First Affiliated Hospital, Sun Yat-sen University",Guangzhou,China
Syddansk Universitet,Odense,Denmark
Mizan-Tepi University,Mizan Teferi,Ethiopia
University Hospital Bern,Bern,Switzerland
Shahid Sadoughi University of Medical Sciences,Yazd,Iran
First Affiliated Hospital of Zhengzhou University,Zhengzhou,China
Hechi Hospital Affiliated to Youjiang Medical University for Nationalities,Hechi,China
ETH Zürich,Zurich,Switzerland
Bule Hora University,Hagere Maryam,Ethiopia
Oak Ridge National Laboratory,Oak Ridge,United States
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
European Clinical Research Infrastructure Network (ECRIN),Dusseldorf,Germany
"School of Medical Sciences, Universiti Sains Malaysia",Kubang Kerian,Malaysia
Ruhr-Universitat Bochum,Bochum,Germany
The Second Affiliated Hospital of Chongqing Medical University,Chongqing,China
School of Biological Sciences,Singapore City,Singapore
Jiangxi Medical College,Nanchang,China
Huazhong University of Science and Technology,Wuhan,China
Universitätsklinikum Schleswig-Holstein Campus Kiel,Kiel,Germany
National Specialized Scientific and Practical Medical Center for Surgery Named After Academician V.Vakhidov,Tashkent,Uzbekistan
China Medical University Shenyang,Shenyang,China
Università degli Studi di Foggia,Foggia,Italy
China Three Gorges University,Yichang,China
SBUMS School of Medicine,Tehran,Iran
"Tomsk National Research Medical Center, Russian Academy of Sciences",Tomsk,Russian Federation
Universitätsklinikum Ulm,Ulm,Germany
Faculty of Medicine,Kafr el-Sheikh,Egypt
Karolinska Institutet,Stockholm,Sweden
Institute Bioresources and Sustainable Development (IBSD),Imphal West,India
Birzeit University,Birzeit,Palestine
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
Mizoram University,Aizawl,India
Tongji Medical College of Huazhong University of Science and Technology,Wuhan,China
University of Business and Technology,Jeddah,Saudi Arabia
Harbin Medical University,Harbin,China
Monash Health,Clayton,Australia
"Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences &amp; Peking Union Medical College",Beijing,China
Julius-Maximilians-Universität Würzburg,Wurzburg,Germany
Tianjin Medical University,Tianjin,China
Guangzhou Medical University,Guangzhou,China
The University of Sydney,Sydney,Australia
"Research Center for Environmental Determinants of Health, Kermanshah University of Medical Sciences",Kermanshah,Iran
Faculty of Medicine,Cairo,Egypt
Faculty of Pharmacy,Alexandria,Egypt
"Isfahan Cardiovascular Research Center, Isfahan UMS",Isfahan,Iran
James Cook University,Townsville,Australia
Department of Neurosurgery,Pawtucket,United States
,,
Gamal Abd El Nasser Hospital,Alexandria,Egypt
"JSS College of Pharmacy, Mysore",Mysore,India
Asahikawa Medical University,Asahikawa,Japan
Hamamatsu University School of Medicine,Hamamatsu,Japan
UESTC Hospital,Chengdu,China
"Islamic Azad University, Science and Research Branch",Tehran,Iran
Mälardalen University,Vasteras,Sweden
Universidad Complutense de Madrid,Madrid,Spain
National Institute of Technology Srinagar,Srinagar,India
Jiangsu Province Hospital of TCM,Nanjing,China
Gansu Agricultural University,Lanzhou,China
Woodruff Health Sciences Center,Atlanta,United States
National Institute of Laser Enhanced Sciences,Giza,Egypt
Institutionen för folkhälso- och vårdvetenskap,Uppsala,Sweden
National Yang-Ming University Taiwan,Taipei,Taiwan
The University of Texas MD Anderson Cancer Center,Houston,United States
Faculty of Pharmacy,Cairo,Egypt
Zhejiang Hospital,Hangzhou,China
Faculty of Medicine,Brisbane,Australia
Xinxiang Medical University,Xinxiang,China
University for Development Studies Ghana,Tamale,Ghana
Zhejiang Cancer Hospital,Hangzhou,China
Kanazawa University School of Medicine,Kanazawa,Japan
Henan University,Kaifeng,China
Faculty of Medicine,Mansoura,Egypt
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
Slaski Uniwersytet Medyczny w Katowicach,Katowice,Poland
Nanjing University,Nanjing,China
Nanjing University of Traditional Chinese Medicine,Nanjing,China
Fujian Medical University,Fuzhou,China
Qatar University,Doha,Qatar
Chongqing Medical University,Chongqing,China
Shandong University,Jinan,China
Shandong First Medical University &amp; Shandong Academy of Medical Sciences,Jinan,China
The Sheffield Medical School,Sheffield,United Kingdom
Pavol Jozef Šafárik University in Košice,Kosice,Slovakia
School of Management and Medical Informatics,Tabriz,Iran
University of Medicine and Pharmacy at HCMC,Ho Chi Minh City,Viet Nam
School of Life Sciences Fudan University,Shanghai,China
Naval Medical University,Shanghai,China
Karolinska Institutet,Stockholm,Sweden
Singapore Eye Research Institute,Singapore City,Singapore
Georg-August-Universität Göttingen,Gottingen,Germany
Saku Central Hospital,Saku,Japan
Faculty of Medicine,Mansoura,Egypt
Rijksinstituut voor Volksgezondheid en Milieu,Bilthoven,Netherlands
Harvard Medical School,Boston,United States
King Hussein Cancer Center,Amman,Jordan
Monash University Malaysia,Bandar Sunway,Malaysia
Daneshgade Pezeshki Fasa,Fasa,Iran
BMD Software,Ilhavo,Portugal
National University of Sciences and Technology,Islamabad,Pakistan
Immunology Research Center,Tabriz,Iran
Hartford HealthCare Cancer Institute,Hartford,United States
Chungbuk National University,Cheongju,South Korea
"Faculty of Health, Medicine and Life Sciences",Maastricht,Netherlands
"Universitätsklinikum Gießen und Marburg, Standort Gießen",Giessen,Germany
Allama Iqbal Medical College,Lahore,Pakistan
Kangwon National University,Chuncheon,South Korea
Faculty of Medicine,Mansoura,Egypt
Southern Medical University,Guangzhou,China
Bam University of Medical Sciences,Bam,Iran
SBUMS School of Medicine,Tehran,Iran
Baylor College of Medicine,Houston,United States
Graduate School of Medicine,Tokyo,Japan
Shandong University,Jinan,China
Københavns Universitet,Copenhagen,Denmark
The Sidney Kimmel Comprehensive Cancer Center,Baltimore,United States
Nanjing University of Traditional Chinese Medicine,Nanjing,China
School of Nursing Midwifery,Tehran,Iran
The Second Affiliated Hospital of Shantou University Medical College,Shantou,China
University of Colorado School of Medicine,Aurora,United States
University of Applied Sciences Western Switzerland,Delemont,Switzerland
Faculty of dentistry,Tabriz,Iran
Triservice General Hospital Taiwan,Taipei,Taiwan
Szkola Glówna Gospodarstwa Wiejskiego w Warszawie,Warsaw,Poland
University of Limerick,Limerick,Ireland
Herbert Wertheim College of Engineering,Gainesville,United States
University of British Columbia Okanagan,Kelowna,Canada
Beijing Cancer Hospital,Beijing,China
National Center of Neurology and Psychiatry,Kodaira,Japan
"Faculty of Medicine, Dentistry and Health",Sheffield,United Kingdom
Hunan Cancer Hospital,Changsha,China
Shaoxing University,Shaoxing,China
Central South University,Changsha,China
Beijing Jishuitan Hospital,Beijing,China
Beijing Sport University,Beijing,China
UNSW Sydney,Sydney,Australia
Shantou Central Hospital,Shantou,China
Medizinische Universität Graz,Graz,Austria
The Second Affiliated Hospital of Chongqing Medical University,Chongqing,China
Sichuan Agricultural University,Ya'an,China
Graduate School of Medicine,Kyoto,Japan
Università di Pisa,Pisa,Italy
Zhejiang Hospital,Hangzhou,China
Azienda Ospedaliero-Universitaria di Parma,Parma,Italy
"Food Security Research Center, Isfahan UMS",Isfahan,Iran
University of South China,Hengyang,China
The Warren Alpert Medical School,Providence,United States
Biologie des Maladies Cardiovasculaires,Pessac,France
Universidade Estadual de Campinas,Campinas,Brazil
"IRCCS Rizzoli Orthopaedic Institute, Bologna",Bologna,Italy
University of Cape Town Lung Institute,Cape Town,South Africa
Itä-Suomen yliopisto,Kuopio,Finland
International Institute for Population Sciences,Mumbai,India
Can Tho City,Can Tho,Viet Nam
College of Medicine and Health Sciences United Arab Emirates University,Al Ain,United Arab Emirates
Peking Union Medical College Hospital,Beijing,China
Cedars-Sinai Medical Center,Los Angeles,United States
Université de Rennes,Rennes,France
Medizinische Universitat Innsbruck,Innsbruck,Austria
Harbin Medical University,Harbin,China
RTI International,Research Triangle Park,United States
AGH University of Krakow,Krakow,Poland
University of Nottingham,Nottingham,United Kingdom
Gaziantep Üniversitesi,Gaziantep,Turkey
Rocky Vista University College of Osteopathic Medicine,Englewood,United States
Université Hassan 1er,Settat,Morocco
COMSATS University Islamabad,Islamabad,Pakistan
Hebei Medical University,Shijiazhuang,China
The People’s Hospital of Chongqing Liang Jiang New Area,Chongqing,China
Städtisches Klinikum Dessau,Dessau-Rosslau,Germany
"Beijing Tiantan Hospital, Capital Medical University",Beijing,China
Mekelle University,Makale,Ethiopia
Allameh Tabataba'i University,Tehran,Iran
UniversitatsSpital Zurich,Zurich,Switzerland
Uniwersytet im. Adama Mickiewicza w Poznaniu,Poznan,Poland
Tongji Medical College of Huazhong University of Science and Technology,Wuhan,China
School of Public Health,Tehran,Iran
Asan Medical Center,Seoul,South Korea
University of Maryland School of Medicine,Baltimore,United States
University of Health and Rehabilitation Sciences,Qingdao,China
Field of Dentistry,El Tor,Egypt
Università degli Studi di Cagliari,Cagliari,Italy
Nippon Medical School,Tokyo,Japan
Hvidovre Hospital,Hvidovre,Denmark
Klinički Bolnički Centar Rijeka,Rijeka,Croatia
Nankai University School of Medicine,Tianjin,China
Dalian University,Dalian,China
"Universitas Indonesia, RSUPN Dr. Cipto Mangunkusumo",Central Jakarta,Indonesia
Fujian Medical University,Fuzhou,China
Peking Union Medical College Hospital,Beijing,China
Universitas Indonesia,Depok,Indonesia
Maragheh University of Medical Sciences,Maragheh,Iran
Yunnan Clinical Research Center for Mental Health,Kunming,China
Seoul National University,Seoul,South Korea
Capital Medical University,Beijing,China
Thrombosis &amp; Atherosclerosis Research Institute,Hamilton,Canada
Beijing Geriatric Hospital,Beijing,China
